trajectory_id,step,query,new_query,action,action_name,reward,done,ndcg_before,ndcg_after,recall_before,recall_after,cost,cum_cost,elapsed_ms,cum_elapsed_ms
0,0,what is pcnt,what is pcnt,3,STOP,0.000000,True,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.00,0.00
1,0,how long is a college hockey game,how long is a college hockey game,3,STOP,0.000000,True,0.630930,0.630930,1.000000,1.000000,0.000000,0.000000,0.00,0.00
2,0,what is pastoral medicine,what is pastoral medicine,3,STOP,0.000000,True,0.430677,0.430677,1.000000,1.000000,0.000000,0.000000,0.00,0.00
3,0,what is ownership of a corporation called,what is ownership of a corporation called,3,STOP,0.000000,True,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.00,0.00
4,0,what is prevail,what is prevail,3,STOP,0.000000,True,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.00,0.00
5,0,what is overhead rate in managerial accounting?,what is overhead rate in managerial accounting?,3,STOP,0.000000,True,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.00,0.00
6,0,what is price of pressure treated lumber 2x6x8,what is price of pressure treated lumber 2x6x8,3,STOP,0.000000,True,0.356207,0.356207,1.000000,1.000000,0.000000,0.000000,0.00,0.00
7,0,what is outlook data file,what is outlook data file,3,STOP,0.000000,True,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.00,0.00
8,0,how long is a flight from chicago to australia,how long is a flight from chicago to australia,3,STOP,0.000000,True,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.00,0.00
9,0,what is ott media,what is ott media,3,STOP,0.000000,True,0.218104,0.218104,1.000000,1.000000,0.000000,0.000000,0.00,0.00
10,0,what is organic insomnia,what is organic insomnia,3,STOP,0.000000,True,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.00,0.00
11,0,what is oprah winfrey's net wo,what is oprah winfrey's net wo,3,STOP,0.000000,True,0.500000,0.500000,1.000000,1.000000,0.000000,0.000000,0.00,0.00
12,0,trending topic meaning,trending topic meaning,3,STOP,0.000000,True,0.301030,0.301030,1.000000,1.000000,0.000000,0.000000,0.00,0.00
13,0,who produced transformers,who produced transformers,3,STOP,0.000000,True,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.00,0.00
14,0,trilobites definition,trilobites definition,3,STOP,0.000000,True,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.00,0.00
15,0,triptans minimum age,triptans minimum age,3,STOP,0.000000,True,0.500000,0.500000,1.000000,1.000000,0.000000,0.000000,0.00,0.00
16,0,when do the oscar awards start,when do the oscar awards start,3,STOP,0.000000,True,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.00,0.00
17,0,tsa wages and benefits,tsa wages and benefits,3,STOP,0.000000,True,0.613147,0.613147,0.500000,0.500000,0.000000,0.000000,0.00,0.00
18,0,how long is a zip code,how long is a zip code,3,STOP,0.000000,True,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.00,0.00
19,0,average settlement for hearing damage and loss,average settlement for hearing damage and loss,3,STOP,0.000000,True,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.00,0.00
20,0,what is nick hagen most famous for,what is nick hagen most famous for,3,STOP,0.000000,True,0.227670,0.227670,1.000000,1.000000,0.000000,0.000000,0.00,0.00
21,0,what is neutron diffraction,what is neutron diffraction,3,STOP,0.000000,True,0.430677,0.430677,1.000000,1.000000,0.000000,0.000000,0.00,0.00
22,0,who sang i;m a believer for shrek,who sang i;m a believer for shrek,3,STOP,0.000000,True,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.00,0.00
23,0,who sang mr bojangles originally,who sang mr bojangles originally,3,STOP,0.000000,True,0.386853,0.386853,1.000000,1.000000,0.000000,0.000000,0.00,0.00
24,0,twitching eyelids causes,twitching eyelids causes,3,STOP,0.000000,True,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.00,0.00
25,0,what is postage,what is postage,3,STOP,0.000000,True,0.270238,0.270238,1.000000,1.000000,0.000000,0.000000,0.00,0.00
26,0,613 585 area code,613 585 area code,3,STOP,0.000000,True,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.00,0.00
27,0,type of frisbee that goes the longest distance,type of frisbee that goes the longest distance,3,STOP,0.000000,True,0.218104,0.218104,1.000000,1.000000,0.000000,0.000000,0.00,0.00
28,0,what is mvd,what is mvd,3,STOP,0.000000,True,0.231378,0.231378,1.000000,1.000000,0.000000,0.000000,0.00,0.00
29,0,what is mutual plan,what is mutual plan,3,STOP,0.000000,True,0.278943,0.278943,1.000000,1.000000,0.000000,0.000000,0.00,0.00
30,0,what is musical setting,what is musical setting,3,STOP,0.000000,True,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.00,0.00
31,0,what is pumpkin,what is pumpkin,3,STOP,0.000000,True,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.00,0.00
32,0,what is printer epl,what is printer epl,3,STOP,0.000000,True,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.00,0.00
33,0,what is most conductive material,what is most conductive material,3,STOP,0.000000,True,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.00,0.00
34,0,what is monetary damages mean,what is monetary damages mean,3,STOP,0.000000,True,0.386853,0.386853,1.000000,1.000000,0.000000,0.000000,0.00,0.00
35,0,what is the maximum tire year,what is the maximum tire year,3,STOP,0.000000,True,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.00,0.00
36,0,what is mixed gas diving,what is mixed gas diving,3,STOP,0.000000,True,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.00,0.00
